"period","value","country","var"
1987-04-01,32.1605662268769,"Spain","world_demand"
1987-07-01,32.9590628842509,"Spain","world_demand"
1987-10-01,33.7964639876557,"Spain","world_demand"
1988-01-01,33.643820350904,"Spain","world_demand"
1988-04-01,34.5657818931948,"Spain","world_demand"
1988-07-01,35.7084186514828,"Spain","world_demand"
1988-10-01,36.7562449229199,"Spain","world_demand"
1989-01-01,37.0591141763928,"Spain","world_demand"
1989-04-01,37.8342089168113,"Spain","world_demand"
1989-07-01,38.0987076842599,"Spain","world_demand"
1989-10-01,38.9062218790047,"Spain","world_demand"
1990-01-01,39.7437734599841,"Spain","world_demand"
1990-04-01,40.2794040196008,"Spain","world_demand"
1990-07-01,40.6447180589653,"Spain","world_demand"
1990-10-01,41.2027442324699,"Spain","world_demand"
1991-01-01,41.300830821843,"Spain","world_demand"
1991-04-01,41.7189899057869,"Spain","world_demand"
1991-07-01,42.1238262100063,"Spain","world_demand"
1991-10-01,42.3322572848652,"Spain","world_demand"
1992-01-01,43.6692487867359,"Spain","world_demand"
1992-04-01,43.8074640486523,"Spain","world_demand"
1992-07-01,43.5845381619004,"Spain","world_demand"
1992-10-01,43.4302756281928,"Spain","world_demand"
1993-01-01,42.0364916670226,"Spain","world_demand"
1993-04-01,41.5616134488016,"Spain","world_demand"
1993-07-01,41.9066533641052,"Spain","world_demand"
1993-10-01,42.4369711879085,"Spain","world_demand"
1994-01-01,43.5441539673381,"Spain","world_demand"
1994-04-01,44.8299892750145,"Spain","world_demand"
1994-07-01,45.8955129893337,"Spain","world_demand"
1994-10-01,47.5173831201143,"Spain","world_demand"
1995-01-01,47.3146227569848,"Spain","world_demand"
1995-04-01,48.7273527671272,"Spain","world_demand"
1995-07-01,48.8372981964537,"Spain","world_demand"
1995-10-01,49.3157396378295,"Spain","world_demand"
1996-01-01,49.65982024085,"Spain","world_demand"
1996-04-01,49.9002527032353,"Spain","world_demand"
1996-07-01,50.4892392360213,"Spain","world_demand"
1996-10-01,51.8448163248148,"Spain","world_demand"
1997-01-01,53.0243894649268,"Spain","world_demand"
1997-04-01,54.6582722157475,"Spain","world_demand"
1997-07-01,56.1127374547797,"Spain","world_demand"
1997-10-01,57.3780726430599,"Spain","world_demand"
1998-01-01,59.5262117463942,"Spain","world_demand"
1998-04-01,60.5230969664174,"Spain","world_demand"
1998-07-01,60.8466899084198,"Spain","world_demand"
1998-10-01,61.6070162465343,"Spain","world_demand"
1999-01-01,62.6780926938673,"Spain","world_demand"
1999-04-01,63.7424264333676,"Spain","world_demand"
1999-07-01,65.4138133592915,"Spain","world_demand"
1999-10-01,67.2726086429733,"Spain","world_demand"
2000-01-01,69.2521469834649,"Spain","world_demand"
2000-04-01,71.3672582941894,"Spain","world_demand"
2000-07-01,73.381666960117,"Spain","world_demand"
2000-10-01,75.5922385792519,"Spain","world_demand"
2001-01-01,74.4510376593925,"Spain","world_demand"
2001-04-01,74.6122434907127,"Spain","world_demand"
2001-07-01,73.5738816389682,"Spain","world_demand"
2001-10-01,72.8318047130296,"Spain","world_demand"
2002-01-01,73.6207332675981,"Spain","world_demand"
2002-04-01,74.780953073187,"Spain","world_demand"
2002-07-01,74.8900137418366,"Spain","world_demand"
2002-10-01,75.6399192442863,"Spain","world_demand"
2003-01-01,75.7876112210085,"Spain","world_demand"
2003-04-01,75.6928887291182,"Spain","world_demand"
2003-07-01,76.2199625019792,"Spain","world_demand"
2003-10-01,78.0777248337011,"Spain","world_demand"
2004-01-01,79.061238842949,"Spain","world_demand"
2004-04-01,80.8696286006839,"Spain","world_demand"
2004-07-01,82.1476105163401,"Spain","world_demand"
2004-10-01,83.9322409014726,"Spain","world_demand"
2005-01-01,83.5936939506668,"Spain","world_demand"
2005-04-01,85.5874072540528,"Spain","world_demand"
2005-07-01,86.5564409732407,"Spain","world_demand"
2005-10-01,89.1869789679245,"Spain","world_demand"
2006-01-01,91.8850704579934,"Spain","world_demand"
2006-04-01,93.6045147287748,"Spain","world_demand"
2006-07-01,93.0523891961301,"Spain","world_demand"
2006-10-01,95.3154641064246,"Spain","world_demand"
2007-01-01,96.7129904873824,"Spain","world_demand"
2007-04-01,98.0939432256281,"Spain","world_demand"
2007-07-01,99.8022798448504,"Spain","world_demand"
2007-10-01,100.459063958034,"Spain","world_demand"
2008-01-01,101.36849423167,"Spain","world_demand"
2008-04-01,100.882561710003,"Spain","world_demand"
2008-07-01,100.542903664571,"Spain","world_demand"
2008-10-01,96.5894310343597,"Spain","world_demand"
2009-01-01,90.3785848407519,"Spain","world_demand"
2009-04-01,88.8517595743001,"Spain","world_demand"
2009-07-01,90.8173275094767,"Spain","world_demand"
2009-10-01,93.4351553867104,"Spain","world_demand"
2010-01-01,95.9816183068971,"Spain","world_demand"
2010-04-01,99.8529293275777,"Spain","world_demand"
2010-07-01,101.092571818022,"Spain","world_demand"
2010-10-01,103.072880547503,"Spain","world_demand"
2011-01-01,103.916097697671,"Spain","world_demand"
2011-04-01,104.18880413109,"Spain","world_demand"
2011-07-01,104.23110786413,"Spain","world_demand"
2011-10-01,103.098953056312,"Spain","world_demand"
2012-01-01,103.304963480489,"Spain","world_demand"
2012-04-01,102.969326820906,"Spain","world_demand"
2012-07-01,103.125921304402,"Spain","world_demand"
2012-10-01,102.614823191676,"Spain","world_demand"
2013-01-01,103.173028600065,"Spain","world_demand"
2013-04-01,105.62731399986,"Spain","world_demand"
2013-07-01,106.611509111589,"Spain","world_demand"
2013-10-01,107.642826960917,"Spain","world_demand"
2014-01-01,108.349878262988,"Spain","world_demand"
2014-04-01,109.372655439798,"Spain","world_demand"
2014-07-01,111.103940270766,"Spain","world_demand"
2014-10-01,112.791940679391,"Spain","world_demand"
2015-01-01,114.460180363289,"Spain","world_demand"
2015-04-01,116.238474062676,"Spain","world_demand"
2015-07-01,115.796579012635,"Spain","world_demand"
2015-10-01,117.726018729905,"Spain","world_demand"
2016-01-01,118.307856455046,"Spain","world_demand"
2016-04-01,118.852965560936,"Spain","world_demand"
2016-07-01,120.574062722862,"Spain","world_demand"
2016-10-01,122.198242854688,"Spain","world_demand"
2017-01-01,123.90550519295,"Spain","world_demand"
2017-04-01,125.541070990486,"Spain","world_demand"
2017-07-01,126.962334909847,"Spain","world_demand"
2017-10-01,128.598146497135,"Spain","world_demand"
2018-01-01,129.268561935634,"Spain","world_demand"
2018-04-01,130.185841741445,"Spain","world_demand"
2018-07-01,130.892623019376,"Spain","world_demand"
2018-10-01,132.269622655928,"Spain","world_demand"
2019-01-01,134.043013418649,"Spain","world_demand"
2019-04-01,132.735028836903,"Spain","world_demand"
2019-07-01,132.786211982803,"Spain","world_demand"
2019-10-01,131.054507992917,"Spain","world_demand"
2020-01-01,127.190311913134,"Spain","world_demand"
2020-04-01,105.839801890933,"Spain","world_demand"
2020-07-01,120.591007388887,"Spain","world_demand"
2020-10-01,126.501783668523,"Spain","world_demand"
2021-01-01,128.660928828088,"Spain","world_demand"
2021-04-01,130.554365155946,"Spain","world_demand"
2021-07-01,132.724163221945,"Spain","world_demand"
2021-10-01,137.863143705283,"Spain","world_demand"
2022-01-01,140.526073026602,"Spain","world_demand"
2022-04-01,141.936284182032,"Spain","world_demand"
2022-07-01,144.715323637407,"Spain","world_demand"
2022-10-01,143.969687738236,"Spain","world_demand"
2023-01-01,142.572787037049,"Spain","world_demand"
2023-04-01,142.554812712624,"Spain","world_demand"
2023-07-01,140.960684493989,"Spain","world_demand"
2023-10-01,140.239547984322,"Spain","world_demand"
