"period","loans_nfc","loans_hh","lendingrate","longrate","networth","houseprice"
2018-07-01,12036.353,6608.137,1.44666666666667,1.11523040014226,381.046630769231,111.064933123064
2018-10-01,11890.946,6660.835,1.48333333333333,1.20935308517594,349.292078125,111.679186005795
2019-01-01,12023.564,6703.114,1.45666666666667,0.931501578150083,353.508301587302,NA
2019-04-01,12131.561,6775.488,1.39666666666667,0.634940175839419,372.539920634921,NA
2019-07-01,12272.202,6837.496,1.36666666666667,0.0417840145084657,374.43046969697,NA
2019-10-01,12195.917,6896.057,1.39333333333333,0.13762925460466,393.585703125,NA
2020-01-01,12347.403,6918.163,1.33666666666667,0.111934111441688,373.153015625,NA
2020-04-01,12684.546,6969.768,1.32,0.248610564279324,329.451126984127,NA
2020-07-01,12735.431,7038.601,1.39666666666667,-0.00703512258561437,361.005151515152,NA
2020-10-01,12702.267,7108.837,1.42333333333333,-0.188317727729936,375.583430769231,NA
2021-01-01,12861.584,7158.453,1.32333333333333,-0.0734755354698896,412.345015873016,NA
2021-04-01,12941.88,7253.435,1.38666666666667,0.158558177868068,446.646746031746,NA
2021-07-01,13058.034,7326.951,1.36666666666667,-0.00105014960230272,462.629787878788,NA
2021-10-01,13228.209,7390.582,1.27666666666667,0.176631373987153,469.857227272727,NA
2022-01-01,13327.343,7467.878,1.34333333333333,0.684629759405529,447.7134375,NA
2022-04-01,13421.708,7572.624,1.56333333333333,1.77289080947301,413.306857142857,NA
2022-07-01,13693.8,7640.302,1.96666666666667,2.12253138141447,394.039484848485,NA
2022-10-01,13575.414,7668.546,3.08,2.89058439877011,403.83584375,NA
2023-01-01,13458.478,7670.687,3.88,3.03351781988873,447.822938461538,NA
2023-04-01,13524.952,7695.939,4.56666666666667,3.07040057577579,457.358428571429,NA
