"period","gdp","defgdp","conso","defconso","inves","definves","wage","shortrate","employ","hours","pop","loans_nfc","loans_hh","lendingrate","longrate","networth","houseprice"
1984-10-01,1434974.50923118,48.8166348886522,806055.336727804,49.8057119281112,288870.437769359,54.7895268184511,372017.019469544,10.1279961406508,123574.669236058,55833434.086274,203588.302923929,1907.02587054209,1049.14346269559,12.4700339286254,11.3608097346059,NA,29.8342448788684
1985-01-01,1438199.01972079,49.6319808723036,813105.571091056,50.6393584805607,285553.122501121,55.4408180078953,379597.001718071,9.86331709622246,123607.323724102,55759046.9197746,203975.047816996,1897.7399275937,1068.49542473257,12.1637377685984,10.8923005793174,NA,30.0129373756356
1985-04-01,1451922.15879829,50.2937779261251,818539.360288469,51.262306972367,290156.855962414,56.1457904154492,385586.454433542,9.96147674938847,123756.925024419,55694814.3562274,204350.123224251,1923.86026437527,1091.97182863559,11.8873082426846,10.7894908379481,NA,30.2120637868522
1985-07-01,1464212.92781994,51.0832513716011,826171.051847797,51.8535814815695,296180.088816749,56.7244872155255,394118.154790946,9.34669878032464,123977.590335417,55641296.7999532,204713.650112001,1933.54953257463,1106.82623594397,11.2443349188086,10.615242604076,NA,30.4317283671839
1985-10-01,1472942.37222186,51.823783213184,832256.928435805,52.4840753184297,299705.671786187,57.5581069474915,401055.2505092,8.627874483652,124314.579008685,55684527.6803849,205065.859948506,1997.71136509546,1150.61471396341,10.6969106809499,10.2385587757106,NA,30.6720353712962
1986-01-01,1467917.47713336,52.7776282907508,835120.520608824,52.9268890364058,296795.909745647,57.8433614195082,407725.186031089,8.74852127456905,124658.573468314,55738296.9703169,205407.083014702,1995.73495308848,1153.45583770346,11.0507884204584,9.71717220142402,NA,30.9327762898579
1986-04-01,1494832.18300051,53.4984422016728,850209.179958279,53.2399934626387,304653.636935599,58.4110767500965,414914.50751396,8.02830292365816,124943.660843701,55801867.6676557,205737.734962621,2022.94935396727,1183.14564019983,10.1435959305864,8.5548888226701,NA,31.3245653230266
1986-07-01,1502426.16913172,54.0805955432202,856448.766044928,53.602150796358,309017.761043574,58.6443364845699,421570.400833681,7.75325359648059,125351.883277962,55874502.7703079,206058.302084875,2029.56341497445,1200.61777883373,9.62284152358639,8.36139298939041,NA,31.8472982161367
1986-10-01,1506146.76355512,54.5431392654763,862964.681077722,54.0980893626142,311758.584220425,59.2185542961096,427321.335953125,7.87468454353165,125813.778481623,55993763.4105362,206369.325705203,2073.40285904296,1233.51468838757,9.59938308309376,8.43032416990007,98.5800001,32.5011834785194
1987-01-01,1498918.36358693,54.9779834458962,864488.620180181,54.5036150328496,306628.932829172,59.7477936598899,432357.53635225,8.10526133353428,126092.539730805,56120033.1194166,206671.386155224,2100.37715720636,1243.4841690145,9.93504287589681,8.42860686017779,95.59921875,33.2860126008435
1987-04-01,1524171.40259365,55.4920426862513,879437.606194216,55.0212870985557,316833.153939663,60.2810707698899,441402.89650039,8.42573159516382,126435.400311556,56251993.5623813,206965.086768153,2133.88981896913,1269.63177583162,10.1139015471151,8.64524558114014,97.0421538461538,34.07782678576
1987-07-01,1540539.6000366,55.8819483001896,887004.078082754,55.4432970173785,324179.274842537,60.6646815339421,448438.023019358,8.49014051192974,126790.763741475,56388326.4048626,207251.038295852,2146.81988244025,1293.07253200892,10.1140147704732,9.42448133489849,101.781363636364,34.8765217786034
1987-10-01,1560176.6720558,56.5482442803271,898168.088648572,55.8577340450373,329070.295960077,61.4809671862486,456275.970227672,8.42591686806905,127130.890790308,56573908.9534682,207529.844141208,2198.88787129183,1335.76424833365,9.88988448844959,9.56502612176444,79.8022727272728,35.6822018340391
1988-01-01,1568791.98704914,57.0908686756047,898642.651683158,56.2607630151982,334378.708613355,61.9611372143033,464480.801680523,7.45351488645148,127686.844447925,56760526.0226744,207802.086667908,2228.25728274914,1347.4626436581,9.04507306068933,8.94091636807021,74.2021538461538,36.4947626974018
1988-04-01,1583213.44240026,57.722687914256,903613.549236063,56.8893109215786,340696.429485062,62.6891425023854,472315.283161842,7.25975435118892,128155.254480376,56946158.0681331,208068.31485424,2284.59980959785,1381.89121716046,8.90440688132961,8.83821408292921,78.948,37.4113697169918
