"period","pubcons_rpc","pubinves_rpc","salaries_rpc","subs_rpc","dirtax_rpc","indirtax_rpc","tfs_rpc","sce_rpc","scr_rpc","debt_rpc"
2015-07-01,2333.09577187964,305.405815485925,1131.69169103243,173.224022458725,1423.66539948777,1467.46166830349,1912.45288136798,827.753069609422,886.436942471002,41083.4308036356
2015-10-01,2342.69705650488,319.257614738385,1133.5465041629,172.971939406142,1432.42652879562,1468.57221100619,1918.60083555615,832.356869047669,889.956182380795,41129.8930098484
2016-01-01,2348.9450637786,296.764160374035,1137.61757283937,172.975766130328,1433.14458152742,1468.9654372211,1922.95860109358,839.983794908465,892.117717774283,41338.5144799733
2016-04-01,2367.03938611063,300.29246046723,1146.96196736449,172.386413598609,1445.20449659541,1480.57110441572,1933.62146343124,845.395063897555,896.940615054716,41494.4369337213
2016-07-01,2370.46135002745,299.064875620762,1148.71576806998,171.381265286879,1461.8273142759,1487.16528984707,1938.19758467681,848.650003844942,899.003552766737,41439.8284008223
2016-10-01,2381.2495084419,301.10953111981,1150.26492116719,170.118490509702,1482.4331363654,1498.23774286402,1945.29636451819,854.519708120049,905.58171978545,41577.2102748145
2017-01-01,2395.14626760226,303.370673975601,1155.27877501245,169.318726092544,1491.74348110415,1515.49083082881,1952.26404683111,859.244986783174,911.793939026907,41507.0655596221
2017-04-01,2395.49436758744,300.758222958742,1158.32077733391,169.215899338382,1516.6866874899,1518.44297978326,1953.33708768979,859.759029347294,915.908024786346,41469.3112512038
2017-07-01,2410.25052884534,323.40361970684,1164.23189140763,170.485166944552,1525.88646472852,1529.73745463498,1959.11117099729,866.334721646379,928.064582457912,41479.0557456509
2017-10-01,2419.57991686192,310.049887340059,1168.06212193687,172.173661843725,1542.63877477233,1543.92543663061,1964.41278022369,867.030669327275,932.412608524838,41407.1027733434
2018-01-01,2424.86183531355,313.612562771782,1170.558778609,173.957966467856,1569.93002221334,1543.21944123115,1967.3906960242,863.026199444539,940.517160271321,41289.8505490782
2018-04-01,2435.88029431167,322.56429885333,1174.63643111744,175.301593971563,1557.89803357805,1559.17527136943,1970.53986055775,867.674932275793,947.876105616912,41231.7790016998
2018-07-01,2445.56331502412,324.157813038774,1181.12964641825,176.307757204129,1581.54186809362,1565.71335656597,1984.49353848177,865.591448613129,948.435952584544,41257.3291543325
2018-10-01,2456.33177793758,331.174353490385,1186.89369756517,176.430766760003,1564.09962350063,1566.81879181473,1995.17867448678,866.644667330181,951.490541644838,41265.2964148791
2019-01-01,2472.08957316872,334.020412066572,1191.62501608018,178.951363925418,1572.50410587785,1581.86171110641,2001.94858429094,872.677182866105,952.135161803727,41225.3678225232
2019-04-01,2485.01923394297,342.55208006452,1197.0184203226,184.6686535529,1600.34257230916,1584.93085973988,2021.92493223692,872.926892479383,950.952049364704,41239.3379386754
2019-07-01,2501.23491625302,340.213130229963,1200.39068838909,190.663288342198,1565.39819642792,1596.666162507,2032.07950420378,874.553114855428,949.123196465155,41192.0404521186
2019-10-01,2497.69069524275,336.154156762765,1202.13782109841,175.687367821487,1597.76157924343,1592.6372747463,2054.37088260738,872.148427024713,944.107300539673,41086.7454487034
2020-01-01,2512.85805254011,344.619122222943,1204.85214638267,200.842801742097,1587.09279337968,1468.74313399365,2097.98832825749,867.572645347352,934.792768390224,41290.0069981984
2020-04-01,2500.59719763777,337.706538158188,1198.96684437715,415.477387752684,1406.71861283355,1328.60096054629,2283.91223362339,813.893092304567,876.404353427264,43352.3712519712
2020-07-01,2597.50753886974,347.7838964724,1225.64363297201,284.550976840608,1485.84556899449,1483.47016060009,2185.42473911409,872.140683306735,939.052937657261,44551.0318727535
2020-10-01,2619.10366244534,350.31563713349,1230.54333904635,313.89656128841,1506.34025320246,1511.06296382047,2191.06631948959,869.137052804285,935.857379762752,44771.7231688669
