"period","pubcons_rpc","pubinves_rpc","salaries_rpc","subs_rpc","dirtax_rpc","indirtax_rpc","tfs_rpc","sce_rpc","scr_rpc","debt_rpc"
2021-01-01,2616.15039374986,353.385095157103,1230.46873720888,398.87822389042,1560.57266949709,1521.92208645372,2191.41284555743,869.240682994977,940.886207042323,45061.5459155438
2021-04-01,2663.05504680048,360.779054378392,1237.27885046164,393.341534743196,1565.0829039661,1572.30159272546,2196.86920998781,879.857851204329,952.569799724972,45590.9712483637
2021-07-01,2670.60230098666,368.546315316464,1236.00553809373,290.176656307907,1597.98327451989,1612.97132397432,2113.93709735587,881.754287331236,958.309311652488,45713.153444234
2021-10-01,2681.52905059455,371.075665573272,1234.89479563327,287.578676261048,1726.28860745187,1625.71662280556,2109.30277598336,886.954831347208,965.722983086709,45739.6101481153
2022-01-01,2687.65725721928,369.873498114726,1231.2224950371,252.588420987739,1708.09845547041,1636.59596246905,2093.16288167956,888.105444877436,966.736547548082,45531.7490290486
2022-04-01,2675.71296918541,369.064544786799,1229.0083261231,287.850660409296,1739.12901149661,1634.96685487535,2098.81876764194,888.460718352835,972.101881880746,45415.600737042
2022-07-01,2683.06673231721,373.988472010375,1231.63262675851,325.835295300901,1720.84903314508,1622.61161992879,2123.30373464423,898.294173274353,975.056498993532,45275.9979652579
2022-10-01,2711.76547468207,378.705249958091,1258.75420115217,281.741991171557,1709.17431783925,1601.80996527677,2083.68633156541,893.287058331635,967.499274912648,44835.4620524322
2023-01-01,2625.49276237297,375.391747651368,1213.07247301521,274.126372614428,1698.06392416804,1577.35879623673,2108.10693615105,889.333274287151,959.707591376099,44280.1171623285
2023-04-01,2633.14170064213,384.454419009517,1220.16047007774,267.207961892278,1703.64308160162,1571.02952365397,2110.26595857479,896.60636316365,959.668834130313,44288.8988797855
2023-07-01,2639.17486459558,388.711117319243,1228.24642024367,262.221213854436,1722.79870434918,1575.34436897634,2106.90268982251,900.243325687201,965.475974697882,44491.6244120939
