"period","debt","dirtax","indirtax","intpay","pubcons","pubinves","salaries","sce","scr","subs","tfs","totexp","totrev","unemp"
2010-10-01,8215980.75627383,283670.316799007,301056.119041519,68167.1204706353,515231.867150371,80672.3038093972,256326.790089394,173258.840260599,190697.26534971,33756.4514729899,407219.377065098,1204366.9849121,1082447.11028786,45959.2053577784
2011-01-01,8325855.62141252,287996.154572027,307666.325859384,70474.3197421349,516228.215131533,79531.0608582015,257187.610908079,175209.14507379,192410.718460448,33589.8566835017,408021.23213105,1204810.60651486,1103636.54322377,43256.4900372726
2011-04-01,8414705.23464705,288665.27325729,307928.816363922,73213.7467135681,517691.883402796,78701.5276751565,257666.107243436,176125.045602154,193016.905543119,33434.3757776162,409348.940174261,1208706.99181589,1105156.37455605,42997.7690486799
2011-07-01,8517233.48754121,293892.11148017,309036.654242315,74896.0130853262,518704.863391644,76844.2373382438,257480.220949855,177817.736315887,194345.425350562,33462.1258147718,411011.221090717,1214428.44727035,1114233.30188692,42771.3498918374
2011-10-01,8617880.58088039,294753.4673948,311801.06431856,76590.709142032,521366.419159108,75866.8779991156,257136.252916587,178683.629162496,194695.787151294,33573.9070352573,413986.10593978,1217208.551776,1122727.85277956,43289.7414599798
2012-01-01,8686791.61288531,301468.686104053,313987.778252659,76083.2352212585,520869.757249257,74059.8979351828,257201.582603189,179840.118890779,195266.07812746,33502.426543918,416903.488668242,1224028.62812475,1126181.79247709,43402.5967801708
2012-04-01,8800344.46851926,303132.792155297,314380.492150556,74887.3309170011,521058.368622285,72493.105856804,257259.921902273,180952.186719002,195751.175640943,33601.2610708649,419558.113513182,1229098.15730514,1133525.89408953,43798.1118036825
2012-07-01,8894476.15002754,307637.350856264,319166.545102282,72977.2391324872,521915.953990572,71609.0946303031,257194.835045159,181830.779381656,195875.090464228,33500.5901126339,421920.913439831,1232429.0321555,1146221.15878395,43935.1794564718
2012-10-01,9004634.24156292,312221.957442492,320732.88474271,73286.3383798423,520787.853458995,76673.8750605705,253610.456758723,183619.187565126,197232.526934032,33572.4600521234,425028.228570449,1245741.45096807,1154629.55902092,43914.0182973389
2013-01-01,9117185.84918311,311513.026683697,319310.260882084,71694.5339912117,525199.772937092,71605.3362879378,258036.488500715,184375.598270298,196843.796007514,33752.527071159,427672.399042867,1243024.91884076,1158135.82200636,45608.9602575578
2013-04-01,9193689.0501607,316994.400042353,324310.70317928,69160.0265756849,526135.167464869,71769.7090265311,258276.484837541,185663.21234759,197993.858128767,34053.9743312652,430197.977195392,1246341.16644546,1172025.34079805,45454.7420958352
2013-07-01,9260178.7864944,317896.725841222,324343.819022886,69188.8889373561,529290.710055249,71922.6499336584,259455.078320493,186787.815822077,199070.867349645,35016.6671820927,431544.728432243,1247931.79061726,1174926.86972968,45230.1407103237
2013-10-01,9313075.78754523,319173.770574161,325121.550299295,67038.2045564382,531692.451306021,70620.5043033094,260424.62955648,187052.663670924,199238.824213658,35901.2796587306,432948.270396053,1240401.29601956,1177693.42815599,45119.86784791
2014-01-01,9367729.7371068,319995.286862973,331398.202289387,68483.9837638313,533509.390248158,70442.1834413814,261115.219959696,188126.698421272,201383.011803693,36853.6523094745,435014.507700302,1248723.4212669,1188442.26714973,44547.9394723864
2014-04-01,9438122.21423494,322402.979351338,331440.311093191,66265.3258577802,536055.234795918,69488.1168914119,262050.162369589,188913.197656478,202343.681093833,38056.8999239211,437416.52115865,1250451.26504597,1190549.16028137,44321.0712508747
2014-07-01,9482370.46542175,323878.501320698,333856.18651008,65293.3010631174,538292.946053561,68878.5591589297,263000.755563686,189390.868181922,203229.867080564,38658.0954956966,441064.830342012,1257220.12165818,1196623.62425997,44316.4554725631
2014-10-01,9541819.85205033,325521.127908774,338740.729467422,64643.7698294747,540405.620502361,69789.8269665528,263779.000229881,190836.164301829,204925.245978306,39568.0621482307,443703.691523822,1261950.09083975,1205311.88168584,44221.1113512862
2015-01-01,9579317.73746893,331510.683263449,339141.788026877,61462.8201061528,542750.767001345,71274.9683628188,264804.020753164,191505.397947607,205809.514824911,40190.8191543332,445839.76823186,1267664.57733907,1215928.6114615,43390.6401511532
2015-04-01,9591219.12585906,332833.646629097,342361.251609565,63294.3074989388,545127.82607369,70635.6461572096,265417.591053764,192619.175440879,206758.097531632,40457.4119352231,447315.739435736,1273549.70749734,1220665.79207948,42942.3107678623
2015-07-01,9661776.20730338,334809.830018256,345109.596608706,59981.9510842328,548684.683269247,71823.6667170667,266145.052653501,194666.67216022,208472.422537909,40737.8767056862,449760.192499668,1272712.30310692,1228248.73754945,42774.7089321709
2015-10-01,9689679.46008506,337461.464118771,345976.926933194,59367.9186200438,551909.618247284,75213.0318273754,267049.133237679,196092.748270788,209665.07418614,40749.988044789,451997.944753684,1284648.5696315,1237388.08946394,42566.3733699186
2016-01-01,9760040.15596948,338366.021154294,346823.339816794,57193.1531455877,554586.889128588,70066.1394958048,268591.973676939,198320.294550396,210633.512461296,40839.649045915,454011.311268395,1284293.17150705,1235562.63439626,42040.4349467509
2016-04-01,9814923.70860375,341842.736655806,350208.208830857,57366.3127982486,559889.77575584,71029.9453987663,271297.673573298,199966.281756599,212163.534403124,40775.5743395847,457370.880226916,1287591.15517846,1250983.01898661,42270.0834133903
2016-07-01,9823038.98767697,346516.55799565,352522.758588397,58455.8698669276,561902.284799013,70891.3633679336,272295.523677573,201167.068025039,213107.847167147,40624.8026508965,459436.999978597,1299603.54734587,1259588.28695678,42012.7500352778
2016-10-01,9867089.55682719,351810.533266734,355561.27716469,56219.014742974,565117.332347326,71459.2126392171,272980.484169439,202794.641213061,214918.282923908,40372.4629439193,461657.078875693,1299946.55851693,1270929.33127613,42038.1114891842
2017-01-01,9880471.86006656,355099.289452672,360752.182943026,57445.9541509273,570148.117645035,72215.3052009838,275006.177216895,204537.688437384,217051.63380514,40305.1597597671,464723.046981645,1311162.62260433,1286700.90651291,41737.9608883861
2017-04-01,9912784.97391151,362547.352542419,362967.174992568,55116.2759342776,572616.709939235,71892.9614062303,276883.904026542,205516.085306645,218943.094682481,40449.2086725878,466923.85158129,1322448.30271671,1294978.43277991,41531.6594958088
2017-07-01,9935096.22956645,365481.532545743,366403.924693104,51925.8694501589,577305.112447085,77461.8907064793,278857.74318471,207504.991634265,222295.2069427,40834.7419886823,469247.856740749,1324208.08612062,1309943.99136107,41525.5667502343
2017-10-01,9956152.90658217,370920.602808834,371229.974905459,53566.4630401897,581777.183345484,74550.1104948945,280855.319775645,208473.504331584,224200.176890716,41398.3879332373,472334.278459638,1332008.01895093,1323261.53937004,41492.0355714464
2018-01-01,9967207.91986626,378974.947667616,372527.118218743,53889.687530285,585352.13298461,75704.8421793875,282568.296413489,208331.272956719,227040.851428116,41992.7705730325,474920.394869809,1341805.21743765,1336232.21386417,40581.4897164413
2018-04-01,9984363.24097184,377248.332142006,377557.617997793,52367.593712628,589853.609492097,78109.6330621164,284440.717531781,210109.689295231,229533.876913668,42449.6549339113,477170.430793479,1349188.44323394,1348065.59215919,40411.6300199608
2018-07-01,10030874.1828384,384519.497963487,380671.11972646,53642.3622415191,594588.608181779,78812.3299453701,287167.471081867,210450.96250518,230598.98497303,42865.6184542988,482488.939763954,1364224.22823096,1360365.68552774,40764.0664795439
2018-10-01,10076732.9384758,381943.559467647,382607.563735069,51243.5193326605,599821.193230146,80870.7511184074,289832.179962529,211629.471759202,232355.287047765,43083.3139036903,487210.426534005,1382413.81599199,1366098.46208559,40657.5691586909
2019-01-01,10107644.3087057,385546.885709262,387841.18531718,48001.0121243867,606107.438808539,81895.1945207793,292162.87077768,213963.679890017,233451.373509063,43875.3328509457,490838.172783374,1388269.42552744,1375249.09436064,41427.7008292693
2019-04-01,10140089.9812951,393498.501557985,389709.009290899,52951.8243888846,611026.265137952,84228.0475088927,294327.578909934,214637.569527558,233830.29270836,45407.0520369553,497158.82390727,1403094.59643481,1388797.67888339,41453.8053351734
2019-07-01,10175362.8753663,386688.654367904,394412.547084486,46194.0185946232,617861.427355,84040.3149991585,296523.568934821,216035.446002937,234456.998736936,47098.1316923978,501969.46108807,1423096.15449988,1399988.43547811,41546.0474116557
2019-10-01,10208664.8082522,396989.642958312,395716.426829477,47004.8805280086,620591.551459287,83522.9238240875,298690.537176717,216700.458780798,234578.446870192,43652.3611093239,510441.591402168,1425322.69062187,1410523.49845512,41893.0816399412
2020-01-01,10308810.3924324,396246.934103473,366698.762831116,44654.2548785144,627381.274308411,86040.5082701443,300813.51956458,216604.96147328,233395.056948787,50144.1029529133,523801.409926774,1442872.98547969,1346955.7795232,66752.8516374931
2020-04-01,10955415.5624372,355486.598263203,335745.778583589,42824.8342977971,631916.563344666,85340.5559334147,302986.426034041,205673.928872447,221481.798344013,104993.736401894,577158.916684188,1553082.54856144,1243348.58095948,73747.1902124147
2020-07-01,11116564.4967043,370754.55731411,370161.835226375,43703.0270300857,648141.218569186,86780.529059194,305827.854556183,217619.217993772,234324.942837005,71002.3798255366,545316.551464948,1556487.44432,1361244.67059458,69637.9188729669
2020-10-01,11270958.5359078,379210.299116201,380399.207466947,40721.5448873888,659340.465170949,88189.4361251055,309780.414274369,218798.989131031,235608.546586373,79021.1963363939,551585.14992257,1578339.01540136,1374423.4710688,69813.8841789193
2021-01-01,11441095.3118089,396228.320399486,386414.964122606,47137.4888587388,664238.773809882,89724.2310115778,312415.160522752,220708.467399563,238885.510894003,101274.904902034,556398.204370001,1603502.96969525,1397107.66166548,58577.8184551286
2021-04-01,11602053.6322406,398284.469348067,400121.491281299,42950.8067288045,677697.94396949,91811.5544300317,314864.438901555,223900.240801318,242414.464077719,100098.099621911,559062.32526712,1610015.1657729,1414159.44251624,58102.5500739162
2021-07-01,11744813.7776385,410560.518471176,414411.310562057,43508.1903374433,686142.266196636,94688.4543221702,317559.690795555,226556.487995623,246207.525927059,74553.3951209846,543121.523575792,1622132.15960721,1499201.26492019,57019.9156284505
2021-10-01,11871847.3075106,448063.170849044,421959.423106815,47734.9210250439,695998.574019854,96313.755778705,320520.494318244,230218.99615044,250626.020171224,74641.8721631333,547475.599391713,1630580.03763524,1529932.6887905,57100.3337454156
2022-01-01,11986519.1252144,449667.65478706,430844.17407002,51931.5891379651,707542.666439784,97371.5232470776,324127.060762392,233750.112740235,254558.693091789,66495.4894890076,551038.285338742,1633678.35113707,1543718.64218639,NA
2022-04-01,12088780.5694077,462923.503392653,435197.492185151,53609.0218752778,712224.575393947,98238.0553261518,327138.950742962,236531.669235382,258763.229124365,76620.4435034346,558666.165925754,1648378.48953232,1570016.03444446,NA
2022-07-01,12172659.2079188,462658.136101723,436246.558084889,54325.2745039611,721354.767037119,100548.51183989,331130.066893045,241432.090934375,262211.23687827,87602.3099623987,570859.923983526,1733634.56299768,1593506.09873415,NA
2022-10-01,12294877.3859765,468693.47849073,439251.793495118,66627.641303608,743626.194188664,103849.372807071,345178.299805415,245002.048434611,265437.521249275,77259.8982449263,571392.972988046,1744741.41458616,1608415.8870956,NA
2023-01-01,12399655.3351054,475504.780610049,441704.012241681,55074.3465203332,735210.460688101,105120.053532285,339693.78415939,249267.98330874,268509.958377504,76762.952686434,590328.144841869,1747929.16307212,1629025.48862123,NA
2023-04-01,12524077.004036,481758.582422341,444257.934324866,59735.4850341507,744603.506871835,108716.560357177,345038.690756638,253914.407113371,270799.085646648,75561.442606961,596743.970445593,1754433.76019927,1647623.99631796,NA
2023-07-01,12665584.2579316,490435.052388391,448458.717886332,61758.9429169806,751303.016256345,110655.735173907,349649.147017218,257063.012247431,273609.091604173,74647.417849452,599779.259440931,1766211.14164838,1670549.41589423,NA
