"period","gdp","defgdp","conso","defconso","inves","definves","wage","shortrate","employ","hours","pop"
2012-04-01,2405278.4,102.175,1322253.1,103.9,486224.1,102.566,1179497.5,0.6943,150195.96,59773508,221384.991942641
2012-07-01,2402597.9,102.542,1318698.9,104.193,480150.9,102.709,1179981.7,0.3616,149909.85,59620275,221339.178285501
2012-10-01,2391701.7,102.829,1314795.4,104.681,474607.9,102.86,1179814.1,0.1958,149521.19,59286247,221299.054402236
2013-01-01,2383256.7,103.334,1309270.7,105.05,465342,102.872,1183804.5,0.2112,149190.9,58937519,221265.07555484
2013-04-01,2396452.2,103.619,1311731.7,105.066,470472.6,102.704,1187443.3,0.2067,149100.04,59083873,221237.471596305
2013-07-01,2403661.1,103.762,1314194.1,105.382,473218.1,103.072,1193317.7,0.2235,149243.69,59150951,221216.095269902
2013-10-01,2410873.5,103.813,1316830.8,105.468,478293.7,103.197,1197168.2,0.2399,149491.26,59292572,221200.509774154
2014-01-01,2420483.1,104.383,1316887.4,105.695,478764.8,103.416,1205281.3,0.2952,149774.52,59393728,221189.852998041
2014-04-01,2425605.9,104.473,1320435.2,105.693,475904.4,103.379,1211831.9,0.2981,150199.05,59384488,221182.782136934
2014-07-01,2437002.9,104.651,1327246.2,105.764,478874.7,103.835,1219729.9,0.1648,150594.74,59522935,221178.100353078
2014-10-01,2445631.3,104.952,1334284.6,105.768,480573.7,104.033,1226435.3,0.0815,150827.39,59780112,221174.785194886
2015-01-01,2461191.6,105.59,1339316.1,105.669,480110.8,104.078,1233291.6,0.0457,150983.77,59604203,221171.888773048
2015-04-01,2472978.8,105.954,1346603.6,106.142,517840.7,104.272,1244138.1,-0.0067,151453.36,59887581,221168.519457507
2015-07-01,2482373.3,106.337,1353099.2,106.167,492961.4,104.603,1252159.4,-0.0277,152026.88,60026150,221163.795687725
2015-10-01,2493859.8,106.525,1357005.5,106.262,506974.5,105.275,1262351.2,-0.0892,152510.24,60230330,221156.7952035
2016-01-01,2508162.6,106.76,1366596.1,106.079,510360.7,104.956,1271019.5,-0.1867,153012.32,60685391,221146.483309829
2016-04-01,2513744.5,106.963,1370741,106.348,516213.7,104.955,1278606.4,-0.2582,153669.62,60821410,221131.848752203
2016-07-01,2525754.5,107.206,1376200.1,106.631,519573.3,105.312,1288947.1,-0.2982,154173.45,60870993,221112.287849046
2016-10-01,2545418.1,107.346,1384861.8,107.04,527315.6,105.811,1300796.6,-0.3125,154679.42,61028177,221087.424888313
2017-01-01,2563147.4,107.682,1390830.5,107.538,521825.1,106.023,1313947.4,-0.3278,155325.92,61369381,221057.103540551
2017-04-01,2583602.9,108.15,1396860.4,107.776,559879.6,107.262,1326254,-0.3299,155966.98,61581829,221021.391210754
2017-07-01,2602890.2,108.392,1404946.4,107.964,537327.7,106.948,1338238.3,-0.3296,156671.34,61798563,220980.524676702
2017-10-01,2623552.4,108.833,1410906.1,108.34,541315.2,107.405,1353624.7,-0.3289,157182.62,62135380,220934.782596668
2018-01-01,2623653.2,109.284,1418473.4,108.819,542175,107.899,1365189.4,-0.3283,157922.02,62090446,220884.721238503
2018-04-01,2638370.1,109.653,1420877.9,109.23,552891.8,108.498,1381528.2,-0.3252,158710.9,62694191,220830.908943434
2018-07-01,2637672.3,110.125,1420533.2,109.837,555043.9,109.364,1395504.2,-0.3195,159163.97,62850672,220773.939914415
2018-10-01,2655581.3,110.644,1427513.3,110.184,578799.4,110.371,1406973.2,-0.3155,159573.22,63018906,220714.29559881
2019-01-01,2671672,111.11,1434865.1,110.109,566264.3,110.172,1422024.8,-0.3085,160350.81,63348866,220652.479606537
2019-04-01,2681095.3,111.466,1436875.6,110.691,605013.7,111.267,1435607.9,-0.3169,160894.19,63166857,220588.979550263
2019-07-01,2685457.6,112.017,1445340.8,110.957,575952.3,111.101,1446278.9,-0.3959,161133.65,63275926,220524.344805402
2019-10-01,2686568.9,112.712,1447250.1,111.317,627339.4,113.01,1451979.6,-0.4034,161392.62,63238447,220459.020260149
2020-01-01,2594836.9,113.279,1382136.8,111.477,598609.1,112.928,1439712.6,-0.4054,161098.72,60543315,220393.536462197
2020-04-01,2302682.6,114.684,1208529,111.575,489381.3,111.931,1334947.2,-0.3031,156360.76,52343060,220328.923759075
2020-07-01,2580307.3,113.301,1379744.9,111.19,559040.6,112.163,1430524.6,-0.4712,158103.9,59673581,220266.313350522
2020-10-01,2578528.3,114.317,1342827,111.473,581240.6,112.951,1444638.7,-0.5227,158989.68,59377893,220206.95298393
2021-01-01,2589879.9,115.322,1320967.2,112.706,568360.9,113.887,1449236,-0.5423,158809.43,59375367,220152.180023346
2021-04-01,2644110.4,115.619,1366780.2,113.163,578775.8,115.473,1472346,-0.5405,160032.52,61440813,220103.432612201
2021-07-01,2699064.2,116.764,1426016.1,114.111,572586.6,118.454,1519839.5,-0.5458,161925.52,62145687,220061.639718912
2021-10-01,2712265.8,117.97,1430102.3,115.633,591397.2,120.16,1540626.5,-0.5669,162925.26,62561241,220027.190354014
2022-01-01,2729912.6,119.576,1429243.1,117.881,588250.9,122.334,1565298.6,-0.5279,163652.17,63210555,219999.904378218
2022-04-01,2751959.6,120.961,1440268.6,120.164,591437.7,125.337,1581961.1,-0.3533,164305.7,63663557,219979.035470763
2022-07-01,2764831.1,122.092,1459031.9,122.541,599058.9,127.668,1609901.8,0.4862,164845.8,63761566,219963.32674565
2022-10-01,2762310.1,124.533,1447969.9,125.546,596684.9,129.268,1643887.5,1.773,165429.12,63893093,219951.363607214
2023-01-01,2764785.6,126.875,1448759.4,127.253,598786.5,130.257,1679125.5,2.636,166332.47,64424082,219941.728255572
2023-04-01,2768259.4,128.299,1448838.3,128.413,598093.4,131.124,1691648.3,3.3624,166565.94,64619764,219933.272101087
2023-07-01,2764790,129.228,1452748.7,129.636,598128.5,132.189,1715792.7,3.7775,166956.5,64580732,219925.256223962
