"period","gdp","defgdp","conso","defconso","inves","definves","wage","shortrate","employ","hours","pop"
1970-01-01,960565.7548728,12.6034350093359,534511.968277425,12.7135600672109,243234.808844089,13.4435510014343,59579.7684245454,7.98690291474394,121520.639761831,NA,181489.147446871
1970-04-01,979029.661361915,12.8648299289248,541164.239175079,12.902576515814,257679.447309214,13.653605322369,62331.6982411152,7.95645504500026,121624.423731291,NA,181721.654921453
1970-07-01,990824.586412365,13.0570666555855,547656.213302616,13.1202622844649,261599.87646726,13.8517183059552,64837.99025087,7.60210285345395,121781.537921964,61300360.6071299,181954.328147495
1970-10-01,1002827.26077517,13.2042258037803,558290.807393897,13.2842681621603,260532.556951368,14.0364867889911,67217.7287825733,7.24222652036589,121994.99143781,61198182.0939267,182187.46264486
1971-01-01,1001073.82797566,13.5590940125127,562135.046323537,13.4704541525554,259135.315225434,14.3990441038681,69572.2890823319,6.51682453106338,122211.578726013,61092888.9493321,182421.450640384
1971-04-01,1013897.74428453,13.7129355060262,570475.842294912,13.6718971779898,265983.957529192,14.6368182020674,71104.9146504202,5.93857038504598,122471.55940155,60985054.2514145,182656.751492333
1971-07-01,1029710.39785315,13.9160413235624,575453.373096753,13.8930439894885,267240.647948696,14.8001056541195,73507.7539280971,6.22614216663945,122111.151235756,60875251.0782723,182893.866104623
1971-10-01,1037900.41683342,14.1081457311235,582087.509886495,14.0540577949553,270572.507248601,15.0033578315058,75549.7454038325,6.00575539242426,122106.907585685,60747809.023603,183133.315792666
1972-01-01,1053280.15895404,14.4238780274698,591997.675150051,14.2860993601192,273785.352330067,15.2301016614069,78817.3612916628,5.0465438486701,122236.245678055,60619791.2119154,183375.625353699
1972-04-01,1060372.36953098,14.6271745537547,594600.593438571,14.4745814447056,277630.150167959,15.4510856524451,80464.604349896,4.75362418754198,122281.02077333,60492017.2833178,183621.310081673
1972-07-01,1074871.56963803,14.8352050266168,605328.170603587,14.7730282880933,281425.35835569,15.6471276871684,82647.6233302415,4.85727793658945,122508.676304639,60365306.8779183,183870.866464602
1972-10-01,1090605.81624819,15.1058995940864,611443.87876485,15.0522632838452,288117.010328031,15.841845994941,85440.4736275746,6.3947706660553,122911.924933435,60417774.2047239,184124.76630823
